,full_name,customer_id,branch_id,branch,birthdate,father_name,loan_superviser_id,bc_id,bc_serial,postal_code,phone_number,cell_phone
5748,Lois Norley,50587053,9420,Engel,1951-03-15,Timothy,37297,24,37t270684,9334571226,083-22831656,09544931788
5749,Evelyn Blanco,83984345,25627,Bowden,2014-03-19,Larry,38717,009778,47x497830,6555192305,041-77001335,09973939055
5750,Anna Monton,58903348,30601,Waters,1995-08-10,Howard,40618,57414163,93k761216,6131400719,071-33636927,09552647035
5751,Sharon Frank,50165372,34429,Williams,2022-06-09,Kerry,85008,6949936,77j603062,0520943871,077-11900894,09157083853
5752,Maura Davidson,80352910,31655,Moseley,1962-04-03,Douglas,37552,5526033,88k258584,9207943714,034-88851477,09039620900
5753,Leonard Park,73954725,89992,Patel,1927-08-27,Joseph,43322,40047007,08g841154,6793711279,013-77804099,09055523963
5754,Pedro Tillman,77612617,64769,Gonzales,2012-10-22,Michael,1353,57,30q760699,5898238650,041-00156283,09230160879
5755,Agnes Nolan,52478462,99680,Bowen,1971-04-21,Marvin,41368,977,47n941010,5160303347,041-00600661,09505188943
5756,Shirley Zambrano,35009768,7623,Richmond,1940-10-23,Oscar,9539,77212,80c550740,9307626276,023-11924832,09135917207
5757,Ethel Martinson,87511958,32772,Hart,1975-04-08,Roger,29121,04669778803,33b732294,4513310880,017-88261471,09313038026
5758,Margaret Gourdine,88238418,15140,Taylor,1916-05-02,Keith,11801,161980516,39i959843,4169759122,058-33900173,09914193807
5759,Sharon Combest,72663016,1830,Milligan,1943-03-13,John,13291,07052,82d423747,5385773974,026-33905193,09916399260
5760,John Bilbrey,87372690,76334,Reed,1964-09-12,Jesse,56286,001,70j057191,2290107006,021-33093924,09132291144
5761,Kent Reed,75547741,72776,Wix,1936-09-11,Edward,85598,17627,99o249975,2973676959,076-22570278,09874543516
5762,Andrew Martin,94726135,56529,Brown,1918-08-09,William,38242,68710,36a117270,4763118542,051-44048762,09278971068
5763,Patricia Frederick,27757459,938,Rios,1914-02-16,Lynn,62911,19931,69c412628,6606480585,024-99261471,09039620240
5764,Robert Estes,53692083,34844,Tamura,1993-11-01,Julian,33450,067836083,07b237969,6678750383,051-44907177,09727951970
5765,Mable Ray,78917223,44952,Villena,1919-08-03,Arthur,7019,5605,36w488107,4914882608,061-22103781,09614892960
5766,Carl Bligen,40831046,21614,Holbrook,2014-11-10,David,60149,25599647330,36m784267,6895799021,058-00658177,09779599990
5767,Joan Hayman,74489453,92479,Weaver,1954-10-22,Raymond,15357,15,92c044399,7265095317,051-44582988,09002270853
5768,Victoria Weathers,93391651,37367,Bailey,1919-04-27,Ignacio,63300,992,29c452514,7804577063,058-22485569,09051914587
5769,Doris Enos,14206723,33839,Palomino,1979-12-03,Michael,674,9720,77d616963,9806855157,071-22295054,09475624364
5770,Rudy Roe,69601803,3431,Adkison,1948-04-25,Scott,82357,393638,56c049494,7328598926,056-11447675,09624508986
5771,Julia Goins,71524185,18367,Rogers,1932-01-23,Stephen,44303,4291642159,94g206253,0015751474,074-66151077,09333384269
5772,Sean Armstrong,36879880,1776,Orr,2006-11-12,Jack,39951,45888,44s823919,0321157290,054-33621189,09600209842
5773,Marilyn Savage,36824124,34117,Ackland,1942-03-27,Brandon,61080,89268515,12a868070,4294575407,051-33049078,09704917276
5774,Crystal Hensley,94683587,8320,Miller,1982-05-23,Ronald,90248,08278,23w386913,1126854852,084-66180829,09221945596
5775,Charline Chavez,48954243,57180,Brooks,1933-08-17,Carl,7160,1651896434,38k395703,8890351195,086-44347341,09132166024
5776,Virgil Chan,57651260,28054,Childers,1969-05-16,Tony,48687,36999194,83o789731,2101594309,058-88840639,09850496270
5777,Jeremy Lewis,81389682,66361,Mckenna,1993-05-22,Don,35479,88494645,54j944790,0110386589,031-00009949,09402974864
5778,Christopher Brown,98423823,24807,Bunch,1923-12-09,Cameron,41598,53,57m687791,2535767190,066-99709033,09366993657
5779,Donald Potter,38667562,72613,Metcalf,2003-12-08,Edward,42558,9,49y225719,3978421731,025-66242263,09086723082
5780,Richard Black,21322912,49194,Ollig,2000-08-21,Robert,36033,2343,12x327153,4964051438,083-44349558,09801294881
5781,Antonia Fetter,25911534,44821,Gray,1919-03-23,Benito,12542,80009,94q990022,1730002896,074-99797431,09335482798
5782,Donald Perillo,36683625,92147,Brown,1976-09-01,Joseph,78709,700181,66x153722,7091043776,071-66472639,09171989341
5783,Pamela Salazar,84341688,81010,Williams,1904-09-26,Marvin,97259,34781649703,89z145282,8876577532,058-66163490,09516387400
5784,Colene Fleming,29611795,6533,Winstead,1984-03-03,Joseph,73010,24048524,50n642670,8493158184,031-55814896,09464916201
5785,Richard Graham,43986645,10321,Hardin,2008-02-19,Scott,82711,2397124862,31l174995,1547702762,081-55794829,09402128908
5786,Blair Blackner,71363282,79945,Matherne,2019-12-19,William,84743,98,29q338211,5103866274,045-44667876,09751774804
5787,Freda Pacheco,30467608,62187,Parker,1929-08-17,Joseph,23956,1545793,00v993161,5422014269,074-33562156,09668989659
5788,Mark Walton,82463129,90689,Mclean,1964-01-04,George,22771,4833419914,24g470899,6514174196,025-00929646,09891974693
5789,George Turner,68979001,7977,Regan,1926-05-11,Raymond,79043,86778407889,45s193899,3170022626,051-00836714,09349862870
5790,Brandy Rector,12959181,44565,Thompson,1992-12-25,Matthew,35722,23690476600,05r017857,4019517647,011-11700775,09029551994
5791,Ellen Perez,73453599,422,Martin,1909-10-23,Seth,33924,839959,71g119135,5975342753,071-55321801,09666651654
5792,Leon Casey,78310469,65884,Lewis,1970-08-04,James,6983,5921,12z830511,4969840618,041-77984590,09746107960
5793,Jason Miller,29718894,3317,Marler,1985-03-02,Patrick,27627,915,92z000932,6617164506,061-99125509,09960948340
5794,Daniel Estep,32464725,2541,Baylor,1973-05-12,Lee,77710,2911,73n729361,2679736632,034-55926486,09673318457
5795,Lakesha Gow,80843025,54801,Thibodeaux,1964-12-02,George,53059,0507102,80f432159,6566881946,081-11408013,09573036763
5796,Kristine Chavez,16829117,76244,Kim,2011-10-20,Charles,30416,24901380698,19v681514,2362985674,044-66061010,09709722623
5797,Moses Mossman,67922093,69327,Haddock,1917-04-05,Wendell,61980,3,32d709884,2150407362,026-11348449,09506658442
5798,Gladys Cruz,24802832,86867,Campos,2018-04-07,Daryl,10839,6,28q113189,9318806840,056-66144441,09956963760
5799,Sheila Lockwood,98122782,79154,Greenberg,1940-08-13,Thomas,82500,11632,70u584140,9855031003,081-00795274,09264660623
5800,Katina Keshishian,81367223,75672,Zapata,1975-12-09,Harold,77831,083426038,81z743979,6729562641,081-44010344,09961816651
5801,Jay Alford,23785459,26261,Acklin,1964-06-12,Brian,32911,2114813481,06d065133,0892612433,071-66164061,09570353390
5802,Stephen Stephens,69051490,10212,Moreno,1935-02-21,Moshe,39289,45597,69m675396,5219991445,056-11054931,09793082848
5803,Patty Myers,10905967,70380,Johnson,1978-11-22,Jose,72632,3635460840,60z482345,9852361887,083-88013342,09906893575
5804,Heather Culp,73360630,12580,Friend,1931-08-19,Michael,78282,7395,12g848203,9106704287,028-99687168,09032996501
5805,Lena Fordham,74079947,44234,Bryant,1986-03-04,Pedro,43584,59653625847,36q066798,1608238698,061-44201332,09687647544
5806,Frances Koster,49024384,25382,Millner,1930-02-01,Cecil,58539,6,31q767038,9311635041,044-77781150,09632448185
5807,Mark Carlin,30067164,69930,Jefferson,1924-01-26,Richard,51470,37492061585,39l457357,2463207063,038-99468904,09768207542
5808,Jean Lizarraga,92508485,16744,Bjorkman,1922-06-05,Johnnie,33520,4783,20g797240,9283339753,017-55384039,09775882297
5809,Kevin Espericueta,11200470,7115,Hamilton,1992-10-18,Brian,8140,9384,37w203102,2122893826,017-22418212,09144636455
5810,Gregory Rider,24461937,67179,Grillo,1907-01-13,Clifford,19896,6299708808,41r682180,1973932924,077-99606261,09273148837
5811,Matthew Emery,33642319,5877,Mccormick,1949-05-25,John,79880,8847159749,99v273000,2469322805,081-88137536,09422758432
5812,Beth Murphy,75673646,1318,Seltzer,1965-12-17,Edwin,15107,27148213927,29k621719,6152353852,071-22070006,09675693874
5813,Mandy Anton,55995753,17358,Rickman,1918-06-23,Roger,74470,2096580,23s683427,9112397721,086-66428338,09858192273
5814,Daria Gay,94324908,56818,Lamm,1902-04-12,Larry,6003,35,43z755166,1741404262,077-22384065,09130846762
5815,Erlinda Rothermich,73073733,47596,Thacker,1978-06-28,Travis,57166,4,25q457176,5493033733,054-55194957,09001310978
5816,Anh Brooks,65506293,17612,Lewis,1984-08-06,John,44519,0814598958,63h005424,6395411842,013-99946182,09043911549
5817,Craig Brown,10476101,57368,Bailey,2016-12-20,William,21836,33337,56c979183,2438149505,051-00352914,09174637251
5818,Shawn Brown,58215368,83522,Ledbetter,1961-03-28,James,55156,64253007,71y584280,8168601850,034-22918692,09869017875
5819,Holley Bennett,62940571,81857,Garner,2016-12-10,Joshua,37130,32550490968,49x353981,8013021706,058-66976158,09224530026
5820,Billy Page,33703034,77817,Perez,1959-08-07,Robert,44235,5161051032,44e824124,3261812818,024-33672699,09920552904
5821,Jeanette Alvarez,51230755,54569,Massie,1998-07-28,Troy,86240,912210,29v483504,9248438179,066-66104244,09369970997
5822,Florence Jackson,67096433,24508,Johnston,1921-03-06,Larry,58456,852872180,27m195793,3267272467,031-22202169,09636878568
5823,Daniel Galvan,42882423,94917,Foley,1938-11-14,Matthew,76909,115,32t589939,6134658310,011-55895898,09859292637
5824,Tracy Osgood,63881139,39025,Johnson,2017-03-02,Joel,88346,65454578207,65f797362,9250837123,056-55564376,09604993790
5825,Yolanda Maness,19129918,85733,Aguilar,1994-09-28,Thomas,32902,647669,37y628597,5064508344,045-77252966,09175115028
5826,Clayton Leiker,70550495,49682,Glasgow,1984-12-01,Michael,7316,98688,40p363647,1176633639,026-66824121,09216900455
5827,Laquanda Croker,58509733,98704,Meyer,1942-07-11,Mark,40061,6,55p500260,3237700750,074-55620631,09232430946
5828,Caroline Green,86514659,11282,Bates,2014-12-13,Robert,43914,88757414275,22j255620,3878249022,024-44684388,09049009352
5829,Charles Ray,59250341,3002,Simeone,1937-04-02,Guadalupe,54752,19680488608,32x608213,8377816767,024-77882841,09055832902
5830,Kenneth Martin,84050039,70024,Mattox,1971-05-06,Edward,88440,3,41o729083,6593511743,011-00584938,09486175429
5831,Lindsay Falgoust,14166273,68642,Rose,1915-02-14,Scott,94245,36,09w194979,4040145316,021-33798663,09057260899
5832,Elmer Bellomy,57300091,19276,Lugo,1975-01-28,Samuel,54274,1896,15i364711,2648880420,074-44132497,09722857612
5833,Robert Shields,96379589,54848,Morris,1982-01-10,Louis,24900,5,00g171920,6684475150,023-88428208,09044463170
5834,Tom Latham,81897538,61627,Blankenship,1975-10-25,Marvin,19713,36088069,13q005227,5685059526,045-88008658,09805466827
5835,Mike Novak,42997363,72683,Godsey,1978-03-04,Brian,81357,564,84a614989,7180532596,038-44692249,09405939830
5836,Everett Ruff,54187158,16702,Bourque,2002-06-19,Gerald,41748,61003,20u094741,2400049383,013-00466870,09149634365
5837,Lee Stout,55477912,23851,Rogers,1931-11-12,Joe,10844,61166092,96b453890,2705878315,074-77458971,09412363833
5838,Michelle Owens,57745083,87423,Tavana,2001-03-23,Charles,71060,09198580,01o881860,2594337351,024-33914092,09394563602
5839,Sharon Sanchez,80674725,31818,Craner,1990-07-24,Timothy,85068,49,04x087748,1892161898,066-11478569,09882791845
5840,Fidel Sam,18227690,86539,Sharp,1982-09-10,Gary,62300,68112257,07d572572,0544980961,013-00376147,09974430490
5841,Timothy Moore,26093390,94839,Gonzalez,1972-06-07,Glenn,35317,606356,21y270908,3399595444,028-88780382,09212616856
5842,Erica Mccullough,32938710,63828,Kaufman,1901-02-28,John,7397,0856622,87g371053,3339134488,031-00757127,09546518391
5843,Mildred Bradley,28804132,613,Bruce,1933-06-05,Chad,88655,4,96d739607,9566801291,044-22852355,09505001312
5844,Amy Clark,53985562,4805,Carroll,1971-10-06,Stuart,60006,95712808,03i207366,3340211259,074-11989486,09670112141
5845,Joseph Stockdill,93964744,14351,Warren,1987-12-16,Earl,73096,72783925,51j264593,0050586420,056-44760167,09645154251
5846,Aaron Mchaney,18429162,4772,Chambers,1944-07-21,Brian,90656,910,60e551080,1456493786,061-22961180,09854837564
5847,Patricia Harper,16146067,27083,Bailey,1925-10-22,Arthur,16990,317369337,31o298577,9124198381,074-33408672,09513347403
5848,Mildred Sizemore,77518592,46933,Garcia,1961-12-24,Henry,61254,16442,51y334026,0710777272,071-33960259,09990154512
5849,Darryl Datson,66547496,32909,Joyce,1999-09-04,Jesus,48852,08,47b139380,0220909796,045-33283867,09695086591
5850,Richard Koth,67619631,25607,Krausz,1938-03-19,Thomas,70713,19,33h909124,7574455250,044-00476180,09913575015
5851,Gina Schwing,70028836,67207,Mcmahon,2005-08-15,John,78196,0421,17d943679,5042828481,011-00439274,09689782245
5852,Keith Delapaz,90945112,44961,Banks,1961-11-11,Benjamin,57582,529067696,69e510385,9367274469,045-11675440,09133332403
5853,Arthur Fadden,31923298,66651,Bowen,1993-03-22,Herbert,42009,1283461,72x473693,3903045029,086-66360574,09217743174
5854,Nancy Dellinger,46691258,18430,Perez,1998-07-13,Marvin,54513,7094452,86k878528,0990409249,071-22089144,09089680810
5855,Carmen Clifford,35427027,68766,Colbert,1951-09-04,Samuel,40486,6,26i189987,4853182669,074-55069850,09031657389
5856,Eunice Igbinosun,10838797,67080,Keene,1979-07-09,William,45061,918,01y082299,5854481969,026-33534324,09441355026
5857,Michelina Perry,66477311,91033,Dufour,1989-04-20,Jeffrey,57588,4112,62d819223,4155779014,061-11103711,09827190185
5858,Israel Acker,97030136,35624,Cruz,1901-12-22,Joshua,29373,6572676841,29h851414,6020629233,045-22932618,09738180988
5859,Louie Steward,14041553,30475,Wygant,2005-03-25,Scott,39803,75257080,27j049882,7344698924,017-33707404,09458439910
5860,Robert Esbenshade,64191609,19551,Cordova,2010-03-02,William,11655,98752097,38b473928,7989266478,054-66227574,09322598952
5861,Diana Mellott,90855952,73176,Rinkel,1933-01-14,Jeffrey,53446,18500,52y690123,0865595883,026-66613354,09302255074
5862,Patricia Rutkowski,71814945,18702,Mcilwain,1998-08-02,Roy,43023,650,08x137619,6688897111,066-66872396,09545133943
5863,Megan Murray,62854627,9432,Diehl,1934-12-10,Dennis,47249,939241,09b553424,9104356747,034-88551366,09702238934
5864,Muriel Jordan,29442058,49096,Cannon,2007-03-08,James,27113,1,36d498053,8441253217,031-66858975,09023306059
5865,Sharon Cumpston,53647963,5553,Philips,1968-10-02,Kurt,95000,444894,18b508307,1756678327,074-00252287,09658540113
5866,Elaine Jacobson,42141495,81537,Jones,2008-06-11,William,44597,8912,50b140368,7816651987,081-33982416,09253950306
5867,Emma Montgomery,51938623,17023,Gambrill,1970-03-14,Randall,6154,2325637,53d348754,7046578935,087-77633638,09830700476
5868,James George,42903400,5913,Walton,1936-01-28,Stanley,64046,9076847670,77h922363,2632854300,056-66452019,09589525589
5869,Delbert Morell,17396516,39676,Rivera,1957-02-08,Guillermo,80759,1301479,04z670650,0055583345,045-22056190,09353682124
5870,John Puhl,64404585,75990,Maddox,1943-05-27,George,23176,87093643585,40e073903,4341075215,023-11746155,09937065917
5871,Barbara Knisely,50179810,16497,Mcdaniel,1974-05-04,Paul,73770,7422169,92d491728,1945436072,051-00865042,09803446970
5872,Carmela Jackson,66480371,62982,Brown,1990-08-16,Jimmy,41173,6153,25h921191,3370763387,083-00242511,09705104901
5873,Margaret Davis,34534905,20345,Mauldin,2021-11-25,Richard,50980,4952056,92v901678,6549491021,013-11104453,09304580469
5874,Rosa Meja,15049280,13328,Bailey,1934-11-05,Robert,60628,0,19u097537,1781157726,071-44517798,09810986320
5875,Joann Reed,31931478,13633,Bailey,2006-06-27,Erik,69788,399527,24m927507,7329751220,081-88923048,09904836687
5876,Francis Steen,75360088,20343,Colston,1960-06-25,Gary,16209,190,91w995734,9163701928,074-66194906,09352510222
5877,Lee Crumpton,56944822,44770,Sauer,1988-09-27,Andy,48475,42932,57s302034,8995693265,051-00653150,09467758819
5878,Yvonne Henderson,92530262,35789,Valenti,1909-07-25,Roger,89625,66,58v609574,1574170549,017-33982655,09880864525
5879,Hazel Johnson,52690017,90476,Timlin,1990-04-28,David,86594,3461334,75r431617,3877011835,086-55007878,09095128137
5880,Marcus Sparano,82307114,16476,Johnson,1984-10-01,Robert,84061,27604,22q107021,8711651356,013-66885734,09146610277
5881,Joshua Correa,27023050,53110,Gillen,1933-01-16,Michael,3690,5739,62u080739,9886691471,013-66157665,09899281576
5882,Douglas Polowy,63227355,44817,French,1909-05-10,Douglas,15933,6531063793,74v084269,9288728947,044-99994985,09069016637
5883,Elizabeth Ortega,89721814,82798,Lemay,1981-04-26,Bernard,60987,727937944,78a936526,6480719231,025-77771021,09341852607
5884,Matthew Harmon,47342992,48906,Pierce,1928-12-04,Samuel,82512,0,15r948883,0200530606,087-55260995,09393817009
5885,Irvin Vaughn,86084983,73267,Telford,1956-07-04,Billy,78740,3069615264,66y495768,0257675054,041-77853890,09798349803
5886,Debra Borror,11017227,69726,Behrens,1997-03-13,Chester,93715,98768859213,73r155777,2055300488,087-66441225,09227487761
5887,Lynette Slone,49485489,96618,Stene,1967-12-22,Neal,73687,93486,83f518028,4574224946,076-66632291,09939623929
5888,Racheal Monroe,56318365,54407,Cromwell,1923-04-27,Jack,29942,09665,94f676651,3836278853,021-88776382,09157840939
5889,Dana Pederson,90824425,19875,Brown,1941-01-23,Matt,76968,4,45o461569,4454218505,025-99692897,09915685245
5890,Junior Erlewine,76317210,30633,Sargent,2018-09-26,Grady,95435,78134190384,85s996805,7651364479,054-55040781,09520853133
5891,Pamela Rodriguez,87616159,43892,Stephens,1914-01-03,Lewis,80047,652,58c717862,6391086781,071-33002926,09338054144
5892,Lawrence Goldenberg,48992728,37592,Cox,1984-09-19,Tim,30291,4922448201,31i733479,1916424653,011-55881182,09982994473
5893,Essie Knapp,39260563,12955,Mackley,1984-10-22,Eugene,1961,196265922,75p687514,2237446190,054-33024662,09634271696
5894,Marvin Hurst,40175965,75408,Townsley,1917-05-07,Fredrick,30693,615714,25v584775,4047197494,026-88298064,09338990956
5895,Walter Portz,54321476,33470,Estimable,1999-08-26,Ryan,72750,73204481628,78t560859,4802891078,025-99998902,09982517502
5896,Christopher Martin,32052160,92784,Becker,1907-07-18,Conrad,92947,7057069407,41z592553,2945073715,077-22267911,09042186789
5897,Russell Sykes,72201492,21682,Morris,2014-07-25,Ronald,75482,21,67p459354,9343658209,054-44861915,09080029546
5898,Jason Wilson,91065526,72535,Palermo,1924-01-19,Tom,20679,5,46g491775,7058703859,074-77899408,09328362877
5899,Jerrell Kenyon,49780581,55755,Fabrizio,1963-11-13,Gerald,95750,438,46n930162,7498328473,051-66254833,09485994974
5900,Lois Zabinski,90489143,31789,Hurst,1918-10-21,Robert,29541,119013974,54w300688,4359189796,087-99273623,09603359287
5901,Lajuana Collins,48420505,44576,Sims,1918-03-13,James,84783,62839670,70d639064,2202637815,023-66576651,09053306723
5902,Lawanna Donahue,50203522,53855,Drinkard,1903-12-08,James,70473,5,20e027671,1960370738,056-00193646,09242967856
5903,Brian Huelse,30128128,10161,Baker,1916-03-28,Joshua,54664,16,40w890137,7635951282,074-00953644,09855005811
5904,Jason Kapinos,61526810,44099,Barber,1944-02-20,Stephen,94499,5,45o148501,5396262484,083-99243927,09733522289
5905,Mary Millman,38627122,75213,Carey,1981-11-09,Marcos,71183,429,11a575383,6088488785,083-55739072,09045604537
5906,Angela Brandt,67445857,38961,Wyman,1968-06-16,Robert,94833,93260119,69z496219,6018940023,058-22564027,09963033191
5907,Leigh Morales,56546148,72107,Tucker,1922-01-18,Louis,53321,751,08e159870,5356085262,076-33974802,09732848207
5908,Kimberly Ranalli,40298403,75419,Pineda,1994-04-15,Anthony,6444,6016159,08l226566,8588526083,083-77176511,09465212777
5909,Everett Reynalds,69280139,41932,Cushman,1900-08-01,Walter,95563,4558398,49o833600,5587321541,021-44357236,09556428646
5910,Anne Vicic,75660743,74946,Butcher,1947-02-18,John,99305,557,50q567056,8169643016,038-22051596,09536369203
5911,Antoinette Oliveira,94661884,9122,White,1977-05-16,Guy,56862,352,78s755007,1717763279,011-44337170,09797614177
5912,Walter Delrie,47032629,56668,Augustine,2010-12-03,Mike,33914,308416961,58p484257,8728008495,044-11342874,09367328392
5913,Emily Hatfield,63261849,92470,Smith,1999-05-14,Tyler,83121,7080968,20g814064,1442301741,024-66003337,09734475476
5914,Albert Haylett,66288356,11234,Stone,1926-11-16,Jimmie,88673,4006,11o444711,1329123921,087-33991025,09136353729
5915,Emery Meza,47963180,56171,Martinez,1933-07-09,Aaron,6831,65989011,04d603764,5833124722,025-11630317,09391889108
5916,Joel Fitts,64636836,91965,Burnside,1920-03-22,Christopher,93729,3763535,60q569157,1139247206,066-88844786,09513151309
5917,Derek Parker,19387090,59144,Moyers,1954-09-08,Juan,97465,8821875,97c613627,6516950070,045-33766280,09031763606
5918,Kathryn Fields,54640688,12599,Chapman,1980-04-10,Jason,19126,0483,31m358155,5284017993,017-55234915,09913435611
5919,Bennie Romito,51564867,17265,Hemp,1974-03-09,Mike,8830,105,12z416892,6362845574,023-44951191,09121843852
5920,Carlos Folks,32991264,62923,Emily,1938-01-18,Danny,10996,72,37q372904,2144034082,066-11366738,09807675038
5921,Melissa Kennedy,79158017,18484,Montgomery,2011-08-22,Brad,27614,9894837,97l311772,2312628158,034-66044267,09248171218
5922,Don Johnston,86877946,7127,Byrd,1971-11-26,Carlos,62091,329043065,33k333023,8820197396,034-33384742,09158000401
5923,Ora Fry,78560171,26780,Lofland,2008-02-04,Darnell,20098,4318436349,83p502084,7634639621,017-88053445,09517598351
5924,Herman Peterson,16909818,63399,Bell,1979-02-25,James,5820,8918378,60x342311,7705354892,071-22743551,09737563173
5925,Larry Burton,38962425,46839,Feith,1963-09-10,Jesus,61043,9056364,75h432377,6371329532,081-88487183,09249843087
5926,Rudy Bowen,92823766,18367,Dejesus,1955-07-07,Barry,4923,00032893,12f726933,5790178020,077-00898829,09274766561
5927,Pura Aguirre,74151388,57063,Miller,1900-10-15,David,97353,717,24h234396,7088140372,081-55633055,09348247588
5928,Robert Richards,54988960,79022,Cross,1947-03-28,Loren,91919,66338971,75j088215,7750616845,066-11319378,09581916416
5929,Troy Waldo,12547378,77016,Dickens,1943-05-14,Mark,36019,712628839,39h530677,4784643847,086-33699463,09622934094
5930,Andrew Jiminez,65971830,75498,Johnson,1919-09-21,Christopher,78191,9128121,91h845863,1178851512,031-77027596,09077822824
5931,Delois Peacemaker,59198478,32633,Roberson,1968-01-06,Timothy,43981,195,99e039469,7814878833,021-11776729,09052278547
5932,Molly Nevarez,13929011,63559,Houston,1935-04-26,Steven,96275,0751165688,65j934395,3793565147,017-55564525,09148466798
5933,Ashely Durbin,14259464,89712,Jones,1946-09-16,Christopher,50739,735,67k911213,6757864748,045-22617931,09971349274
5934,Estelle Shirley,49223160,18416,Soto,2014-07-01,Glenn,30957,574,25f302101,4525999201,058-55516833,09335155770
5935,Samantha Mccoach,20747570,80145,May,1991-04-19,Lee,80850,00939005,61h854785,0882609366,045-88220978,09340222532
5936,Jane Pereira,79360764,35274,Colon,1931-01-26,Matthew,10931,49568,40h570279,5748319138,081-33269039,09943532160
5937,Wayne Crider,83870257,49331,Consla,1975-10-02,Caleb,87049,8022608,10l457834,2480997570,023-11546393,09718856858
5938,Luis Crate,95862428,66323,Land,2008-11-07,Marco,80602,6,74v604108,0699418733,077-66441767,09133404165
5939,Dannie Robeson,57097028,37320,Palmquist,1933-08-23,Fred,2312,78593511525,51r733155,8560060816,017-66996468,09061273676
5940,John Mitchener,27456815,90123,Anselm,1944-06-05,Cody,39417,21,51d668922,2265170624,086-99548638,09701236463
5941,Jamie Stanton,64329937,19872,Mcnitt,1953-01-10,Tyler,68413,23436583831,07h366198,7187441687,031-55810609,09829482006
5942,Regina Koehler,20620586,32807,Frazier,1915-12-26,Daniel,33845,39889918749,57k086057,3267343522,041-11040122,09999250228
5943,Sharon Altieri,19011197,14286,Woolley,2015-10-14,Donnie,28847,93743983,36d640761,6410957584,076-99313383,09409704118
5944,Levi Armstead,22823222,92249,Bryson,2022-03-17,Adam,45656,1445212,89k004462,5744947371,051-22548548,09168163971
5945,Matthew Renn,58101889,1751,Rodriguez,1958-06-05,Ed,76594,62502766008,50h414911,4885319294,011-55443780,09290742508
5946,David Blakeley,17293403,99809,Nguyen,2016-06-26,Norman,59245,305,98y044519,8153945535,081-44884530,09595342726
5947,Jonathan Rozar,78508045,87244,Henderson,2001-06-22,Raymond,52048,77808,82d640772,5175221386,051-55098949,09695594949
5948,James Harvey,79216595,26966,King,2018-02-19,Frank,96891,7810,23f548797,8784441530,031-66907919,09857767631
5949,Travis Petela,34976496,46482,Daniels,1979-12-11,Peter,74200,66450675,86j193679,5318327886,087-11209580,09248504397
5950,Dorothy Lawrence,14173552,6287,Austin,2015-01-18,Douglas,35542,269891,90g385276,2054675668,074-77643241,09811135687
5951,Marion Wright,99877096,73161,Barfield,1953-01-24,Jeffrey,33889,759786788,69z211778,1790529673,076-00391860,09916199695
5952,James Reynolds,69299528,38376,Taylor,1958-05-26,Raymond,74030,30,53b179283,2201760223,045-99820760,09857195811
5953,Karen Reitz,97566128,6955,Lorensen,1918-10-06,Roger,38493,67094516765,25w676118,3891037446,081-77082446,09569174980
5954,Karen Laplante,97884845,39508,Maddox,1931-02-24,Randy,25648,8102,65t839185,1834633459,083-33876832,09360254177
5955,Shannon Martin,67774313,53159,Hills,1946-05-08,Henry,68454,1282820,42q076435,7455865960,051-55058374,09381247658
5956,Norma Wekenborg,22897024,40144,Quimby,1917-02-17,David,35950,3924,35u090891,5012983304,021-88462473,09198125406
5957,Mari Ruiz,96629792,17697,Hughes,2007-12-10,Thomas,1492,1811,17l124778,8227087183,028-00944878,09383102399
5958,Robert King,81007253,47464,Casey,1919-10-15,Jeffrey,83900,06,02z267690,7371794504,021-99916595,09624875119
5959,Cynthia Moore,54425709,83457,Lewis,1918-04-22,Larry,31148,9,96d167342,2771156447,054-66539453,09356065592
5960,Caryn Drews,13674231,81876,Kleinschmidt,1971-06-22,Jon,72154,89569,66f743864,8553231807,074-77262988,09210596347
5961,Mary Jenkins,12846199,74357,Boucher,2010-07-14,Robert,8336,9,08i360539,4517565458,074-77918981,09766309165
5962,Larry Hollis,88081515,12158,Briley,2004-02-24,John,64155,413,37b182898,4464493457,066-00292276,09293757206
5963,Barbara Branson,27044707,4771,Brown,1933-01-24,Daniel,66376,12373199,87y765838,1982673384,041-99925767,09647100247
5964,Sally Turner,82626588,18208,Coletti,2004-01-27,David,53994,0187001180,95x544950,4190343861,066-88253263,09234354313
5965,Joyce Lovie,46946783,59512,Oneill,1967-07-09,Gary,15472,421989,95p244517,0600312738,038-11780949,09588593763
5966,William Handly,59064381,54587,James,2003-05-17,Curtis,63134,1,43x153186,7270388197,024-11396399,09636705880
5967,Mark Mumma,87237393,59870,Mahon,1989-09-07,Harvey,84065,39,05a718279,8386091442,023-88813383,09267913260
5968,Louise Burley,36611320,80217,Clark,1976-07-17,Jay,45152,38,18d569964,7272824260,017-11942041,09882179730
5969,Micaela Perea,17031224,64233,Hershberger,1933-10-18,Sol,12913,100119793,05t382053,5398762808,024-44218609,09652558247
5970,Robin Knee,20498557,9584,Hamilton,1968-10-10,Jorge,65237,41681,16w615681,7252356897,026-88278526,09134402066
5971,Angela Willis,72896249,64306,Turner,1912-07-27,Brian,25840,991607,26p707673,7037620743,017-55771702,09011141535
5972,Peggy Moreno,30323156,98831,Price,2007-05-27,Bryan,91858,359,88f805086,2567869865,083-33543306,09026315681
